ID,hc_related,description
9587,1,Your official source for foot health tips and information from today's podiatrist.
9588,0,sunshine on my mind||
9589,0,Only God Can Deliver.
9590,1,Medics
9591,1,"MS, CHES - Community Health Specialist"
9592,1,A student studying medicine to make the world a better place.
9593,0,"soy del puerto de San Antonio ,me gusta la u de chile,me encanta pescar en la playa..amo ver peliculas animadas con las luces de mi vida mis hijitos..los amo..."
9594,0,"Venezolana de corazn, mdico, madre de dos hermosos hijos,  luchadora y Amante de la vida,   de la naturaleza sobre todo de mi amada CANAIMA"
9595,0,...just hoping this goes down well because it's all meow  mix to me. kitty kisses 
9596,0,"1% CHANCE, 99% FAITH 

GOD'S PLAN "
9597,0,The official Horliq's Entertainment Twitter Account...Ours is all about Entertainment! Everthing: info@horliqs-ent.com
9598,0,live life like its last
9599,0,"Natural anti-aging skin care solutions for restoring younger, healthier skin. LifeCell Australia - The official stockists of LifeCell & CELL Infuse Products."
9600,0,"Technical Director, TBS Spain. All views are my own."
9601,1,Medical Staffing Services & Career Job Placement for healthcare at http://t.co/pHCKcsKX4P
9602,0,"Real life struggles of a remarried divorced Dad. Love Jesus, my wife, my kids, and my family. Cathartic views are my own and very opinionated. Genesis 50:20"
9603,0,Nunka t enamore xk siempre tu sale sufriendo
9604,0," #KingsOfHaiti Artist PAINter #Haiti - Designer / Author  my Adult Coloring Book #FindingYourColors 
https://t.co/m3L8BO863p"
9605,0,Wife & Mother of 3
9606,0,"Jornalista, Educadora e Owner- Plena Palavra Comunicao"
9607,0,Live. Love. Life.
9608,0,"Think Big, Act Small... Michigan HOSA"
9609,0,"Padre y Esposo Feliz, Pediatra, Corredor Fotografo Aficionado y MORADO"
9610,0,"Christian, Republican, Trump supporter!"
9611,0,"Love,laugh,and learn in that order everyday! Think before you speak for the tongue is a powerful weapon"
9612,1,Illumina is dedicated to advancing human health by unlocking the power of the genome. Follow @IlluminaLive for live tweets and global event information.
9613,0,"Broker/facilitator of Finance, , Real Estate Developments, Equipment Leasing        Love the beach and what life offers each day"
9614,0,bhs/ positive vibes :)
9615,0,"
 

"
9616,0,Various styles of Music Classic Cars (esp. British) I believe things happen in 'three' Full Moon Phase Gulf Coast Living Alabama  Football   (Roll Tide)
9617,0,Charlotte High '92 . Tulane University '97 
9618,0,kind hearted
9619,0,"Overflowing with love for my Lord Jesus and my husband, Anthony, and all of my girls: Alicia, Katie, and Haley."
9620,0,reading just one book is like eating only one potato chip
9621,0,"Community volunteer, ballroom dancer, avid golfer, and political junkie!"
9622,0,Broker/Owner/Franchisee of EXIT Hilton Head Realty. Ex TV Film commercial producer. 23 yr Realtor on Hilton Head Island.
9623,1,Healthcare consulting company whose mission is to deliver clients financial and operational success by providing top-notch talent to oversee custom engagements.
9624,0,"love music, movies, food and family"
9625,0,   - 
9626,1,"Creative Director at AG Design Network. Web, print, social media, prezi. Pharmaceutical advertising, internal communications, corporate identity - done right."
9627,0,Partnerships Director at Envoys. We're educators working w/ schools to provide innovative global education programs grounded in empathy + respect.
9628,1,"A home grown group of close to 2000 DISH patients, researchers, & caretakers. PPL who gladly share their pained filled, life altering, dx."
9629,1,"Interested in #PersonalizedMedicine, #Genomics, #Cancer, #DataScience, #MachineLearning, #AI, #DrugDiscovery & connecting the biology dots"
9630,1,Concord c/o '19| Pre Medicine Biology and Chemistry| Jeremiah 29:11 
9631,0,"So many fandoms, so little time lol! #TWDFamily #CloneClub #The100 #AHS #Sherlocked #Whovian #Shadowhunter #Supernatural #GoT #LOTR #Potterhead #Echelon"
9632,0,CARE Uganda is a leading humanitarian organization fighting poverty by empowering girls and women.
9633,0,"Its like all my life everybody keeps telling that Im a shoe. Youre a shoe, youre a shoe, youre a shoe! But what if I dont want to be a shoe anymore?"
9634,0,"Zaragoza, jugador CD Ebro, Miguel de Molinos ( 8 diciembre 1998 )"
9635,1,"Ricoh helps healthcare organizations access, manage and transform #healthcaredata, when, where and how its needed, on any device. #healthIT #ConnectedCare"
9636,1,"Dedicated to addressing the worst kind of cancer, the kind that attacks children. FOTorg rallying cry is HOPE.  God is Good."
9637,1,We are building a valuable and secure future for Society #care #elderly #health #caregivers #AI #IoT #elderlycare #independentliving #problemsolving #wearable
9638,1,Number #1 | pharmacist |   | A-9b@outlook.sa
9639,0,Never quit. Embrace the chaos.
9640,0,"Editor, print journalist, a role model to many and a go getter in life. Always equal to the challenge."
9641,1,Revolutionizing the global fight against cancer by developing highly accurate cancer screening blood tests for #earlydetection #cancer
9642,0,"When placed in a position of power, man will usually eat man"
9643,0,          Passionate about writing -  Tweet     #Freelancing
9644,0,I am a born again Christian.   Blessed to be a blessing!
9645,1,Orthopedic Surgeon
9646,0,"If not NOW, WHEN ?"
9647,1,"Proud Bangladeshi. Cardiothoracic surgical trainee....100,000 hearts-that's the goal!!!"
9648,0,luck is what happens when preparation meets opportunity. Tweeting at the speed of 140 characters. Proud Penn State Parent.
9649,1,"Graduate of The Ohio State University, Aspiring Physician at RowanSOM NJ OHNJ | Buckeye for Life"
9650,0,W(a+o)nderer | Cartwheeler | DO/PhD in the making
9651,1,"Going forward tenaciously with a smile on my face, Successful Marketing Strategist, Substance Abuse Counselor, Forensic Psychologist, and in LOVE with Jesus!"
9652,0,"Full plan reposar,,"
9653,1,Lancet Laboratories Rwanda is an international ultra modern lab that is here in Rwanda to provide high quality pathology services at highly competitive rates
9654,0,"Mdico por vocacin, sin aspiracin a grandes adquisiciones. Becario de Medicina de Urgencias. Amante de la lectura, naturaleza, idiomas, msica y aves."
9655,0,"I have a good sense of humor, love to laugh, and socializing with others. Im faithful, honest and require the same in return. Im young at heart despite age"
9656,0,"Became a Christian or Believer in April of 1981 publicly at Liberty Baptist Church in Chicago,  Illinois. Married in 1989 @ the same Church. Divorced 2003."
9657,1,"Community Health Worker, Pediatrician, Parent"
9658,0,News Events Announcements Music. What's Happening in Boston? Join the Fun! Add your event here https://t.co/QFEAGgwebx FREE!
9659,0,I am a free thinker and a free spirit.
9660,0,The Best Gift You Can Give Someone You Love is To Give Your Time.
9661,0,Opiniones personales.
9662,0,"Medico internista. Centro Clnico Vista California
Instagram: DR.JOSEMIGUELJAIMES"
9663,1,Participating in a Covance paid clinical trial is your chance to give back in a way that could make a meaningful difference. Volunteer today!
9664,0,"Equipo multiespecialidad: Cardiologa Clnica, Ecocardiografa, Hemodinamia, Electrofisiologa. CC Valentina Canabal +58-251-710.77.00 ext 120"
9665,0,"Human, trying to live by the now."
9666,0,"I am ME, No exCuses, No reGrets, simply, InExplicably ME."
9667,0,"I'm all about the green feeding, eating, drinking, and foodways sharing with appropriate physical activities."
9668,0,#mommyallthetime #grammarisimportant #readsomethingeveryday #ProudEngagedEdTeacher
9669,1,"I am a Medical Technology Sales Executive for Patient Prompt,  and work with large medical groups throughout the USA."
9670,0,is a online marketer
9671,0,I live in a country house with the tall one and the short one. They dont know Im here. I am the mistress of discretion. @rentokil will never find me.
9672,1,"Affordable, private lab testing services for college students"
9673,0,"Loyd
Ivester"
9674,1,Behavioral Health Innovator / Entrepreneur. Founder https://t.co/qJ4alvQsp3 & https://t.co/zo1UcC86tW. CEO @RI_Internationa. Follow me for global news & events.
9675,1,Northern Light Health exists to make healthcare work for you. That is our mission. That is our purpose.
9676,1,"Health Central, now part of Orlando Health, continues to provide worldclass healthcare in the West Orange community."
9677,1,@MayoClinic 's Center for Innovation ( #TXFM ) uses a patient-centered focus to transform the way health care is experienced and delivered.
9678,1,"Delaware Community Health Center. 5 locations providing equal access to quality healthcare, regardless of ability to pay. RTs & follows are not an endorsement"
9679,0,"We are a diner located at 1025 Lebanon Road in West Mifflin, Pennsylvania. Come visit us for breakfast or lunch! We are open 6am-2pm!"
9680,1,The Healthy Youth Partnership fosters collaboration and promotes professional development among youth-serving professionals in Central Texas.
9681,0,"Si deve dare il massimo ogni giorno, per migliorare anche solo di un millimetro ..."
9682,0,"MK Capital is an established venture capital firm investing in digital media, digital marketing, software, and education technology."
9683,0,"Executive Coach, Freelance Writer, Sales & Marketing Pro"
9684,0,Creator of 
9685,1,Global Health 4 Human Development Opinions are mine.   Re-tweets # endorsements
9686,0,"51 year old repressed angry  crazy  woman, that unleashes her menopausal anger where it is most deserved toward our wreck of a pos president."
9687,1,#thinkFAST to stop stroke
9688,1,"Command Health is the leader in narrative note technology, focused on unifying clinical documentation from disparate sources across the continuum of care."
9689,0,I am just me and it is good that way. I am decent man with a good outlook on things. God is Almighty God and I don't kid about that. He is.He loves us all.
9690,0,"Uniquely just Me...
Always interested in the ways of the mind...
wendiluvs@gmail.com"
9691,0,"Hello I'm Ayra!  Tweet! Tweet!  A Warrior. Sporadic Traveller.  Bloom by His Grace.  Faith, Hope and Love. But the Greatest of these is Love. "
9692,0,"God has gifted marriages with sex. It can be so fun and exciting and bond you to one another. If your marriage is not there yet, it is worth fighting for."
9693,1,"I strive to be the change I wish to see in the world. MPH student. Global Health. Improve women/men/children health status. Cherish life, people & moments."
9694,1,Leading provider of tech-enabled services that improve financial outcomes for hospitals by enhancing the patient experience & expanding access to healthcare.
9695,1,"human dad, husband, dog dad, physician, recreation enthusiast, amateur haircutter"
9696,0,"I use Twitter to follow the news on topics that interest me, data, science, technology, business, government, sailing, tennis, etc."
9697,0,romans 5:8
9698,0,"Multimedia Manager, King University"
9699,0,Hello;) I am gerl twitter and model. I love the sun find my video on https://t.co/5mw5LLJxEJ
9700,0,Said EKMEL
9701,1,"The 3rd Annual Business of Women's Health Summit 2012: Utilizing Strategies in Women's Services Improve Engagement, Wellness and Business Development."
9702,0,"For better or for worst, I am a video gamer. supergoldzero @ YouTube, Flickr, Game Center, Playstation Network, Last.FM & Google Play Iwuvkemonomimis"
9703,1,#Radiology #Medicine #Iran #politics #women #Mammography #MRI #women_imaging #medical_education #parenting #fetal_imaging
9704,0,Acariciando perritos
9705,1,"A passionate doctor, working hard to achieve amazing goals and soar through any challenges that may present!"
9706,0,Digital @HSELive
9707,0,"https://t.co/YSvd8mcSOV
https://t.co/nkiVw1H6JO; 
https://t.co/5SRJtZ03Xq    2,000 Most Notable American Women"
9708,1,"At Home Insite, LLC, we are focused on providing non-medical home healthcare services. Home is Where You Find Peace"
9709,0,Chemistry undergrad. Doing research in the field of theoretical/computational chemistry
9710,0,"Life is an adventure! Wife, mom, seeker..."
